NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
34526,E1320900075201,東京都町田市,町田第一中学校,東京都町田市中町1-27-5,1,1,,1,,1,1,1,1,35.550730831185,139.44627894655,
34527,E1320900076201,東京都町田市,都立町田高等学校,東京都町田市中町4-25-3,1,1,,1,,1,1,1,1,35.553381390167,139.448753468,
34528,E1320900077201,東京都町田市,都立町田工業高等学校,東京都町田市忠生1-20-2,1,1,,1,,1,1,1,1,35.575493615924,139.42229963178,
34529,E1320900078201,東京都町田市,忠生公園,東京都町田市忠生1-3-1,,,,1,,1,,,,35.572503111944,139.42396116546,
34530,E1320900079201,東京都町田市,山崎小学校,東京都町田市忠生2-15-26,1,1,,1,,1,1,1,1,35.576043262931,139.42524560781,
34531,E1320900080201,東京都町田市,忠生小学校,東京都町田市忠生3-10-2,1,1,,1,,1,1,1,1,35.57923235642,139.41739601879,
34532,E1320900081201,東京都町田市,忠生中学校,東京都町田市忠生3-14-1,1,1,,1,,1,1,1,1,35.578005339471,139.41568866825,
34533,E1320900082201,東京都町田市,忠生市民センター,東京都町田市忠生3-14-2,1,1,,,,1,1,1,,35.578150345956,139.41640126636,
34534,E1320900083201,東京都町田市,鶴間公園,東京都町田市鶴間3-1-1,,,,1,,1,,,,35.510490398145,139.46776789777,
34535,E1320900084201,東京都町田市,南町田グランベリーパーク　パークライフ棟,東京都町田市鶴間3-1-4,1,1,,,,1,1,1,,35.510198113151,139.47003924793,
34536,E1320900085201,東京都町田市,鶴間小学校,東京都町田市鶴間4-17-1,,,,1,,1,,1,1,35.505416335728,139.46902022199,
34537,E1320900086201,東京都町田市,鶴川第四小学校,東京都町田市鶴川3-22,,,,1,,1,,1,1,35.593097206481,139.4628043053,
34538,E1320900087201,東京都町田市,鶴川第二中学校,東京都町田市鶴川6-4,,,,1,,1,,1,1,35.590189634713,139.47495597215,
34539,E1320900088201,東京都町田市,鶴川第三小学校,東京都町田市鶴川6-5,1,1,,1,,1,1,1,1,35.590661490071,139.47376864818,
34540,E1320900089201,東京都町田市,鶴川中央公園,東京都町田市鶴川6-6,,,,1,,1,,,,35.591117814668,139.47179262363,
34541,E1320900090201,東京都町田市,昭和薬科大学多目的グラウンド,東京都町田市東玉川学園3-3165,,,,1,,1,,,,35.553156841196,139.46944300853,
34542,E1320900091201,東京都町田市,藤の台小学校,東京都町田市藤の台3-1-1,1,1,,1,,1,1,1,1,35.572865719587,139.45167070524,
34543,E1320900092201,東京都町田市,つくし野中学校,東京都町田市南つくし野2-14-2,1,1,,1,,1,1,1,1,35.518611015877,139.47710215627,
34544,E1320900093201,東京都町田市,南つくし野こうま公園,東京都町田市南つくし野2-30-1,,,,1,,1,,,,35.515056894,139.48044267697,
34545,E1320900094201,東京都町田市,南つくし野小学校,東京都町田市南つくし野2-4-8,,,,1,,1,,1,1,35.515986701373,139.47547786868,
34546,E1320900095201,東京都町田市,南成瀬中央公園,東京都町田市南成瀬1-10,,,,1,,1,,,,35.537764594865,139.47307729356,
34547,E1320900096201,東京都町田市,なるせ駅前市民センター,東京都町田市南成瀬1-2-5,1,1,,,,1,1,1,,35.536808791485,139.47301267112,
34548,E1320900097201,東京都町田市,南成瀬小学校,東京都町田市南成瀬3-6,1,1,,1,,1,1,1,1,35.539854450647,139.47006753545,
34549,E1320900098201,東京都町田市,市立総合体育館,東京都町田市南成瀬5-12,1,1,,,,1,1,1,,35.535897269103,139.47937603591,
34550,E1320900099201,東京都町田市,南成瀬中学校,東京都町田市南成瀬7-7-1,1,1,,1,,1,1,1,1,35.533766346379,139.48217383985,
34551,E1320900100201,東京都町田市,町田第六小学校,東京都町田市南大谷1260,1,1,,1,,1,1,1,1,35.549304743425,139.46050327318,
34552,E1320900101201,東京都町田市,町田第二中学校,東京都町田市南大谷1327,1,1,,1,,1,1,1,1,35.549572331099,139.45520194083,
34553,E1320900102201,東京都町田市,三井住友海上玉川研修所グラウンド,東京都町田市南大谷703-1,,,,1,,1,,,,35.556373351398,139.46663519983,
34554,E1320900103201,東京都町田市,南大谷小学校,東京都町田市南大谷811-1,,,,1,,1,,1,1,35.551967607516,139.46323424133,
34555,E1320900104201,東京都町田市,南大谷中学校,東京都町田市南大谷985-1,1,1,,1,,1,1,1,1,35.55060702185,139.46349632438,
34556,E1320900105201,東京都町田市,南第一小学校,東京都町田市南町田1-10-1,1,1,,1,,1,1,1,1,35.521949755982,139.46781486631,
34557,E1320900107201,東京都町田市,鶴川第二小学校,東京都町田市能ヶ谷7-24-1,1,1,,1,,1,1,1,1,35.591853615077,139.48171505555,
34558,E1320900106201,東京都町田市,能ケ谷町平和台第二児童公園,東京都町田市能ヶ谷7-44,,,,1,,1,,,,35.593665383632,139.48403261834,
34559,E1320900109201,東京都町田市,町田第三小学校,東京都町田市本町田1212,,,,1,,1,,1,1,35.564176139886,139.44595311583,
34560,E1320900110201,東京都町田市,町田第三中学校,東京都町田市本町田1853,1,1,,1,,1,1,1,1,35.561554898726,139.43207398452,
34561,E1320900111201,東京都町田市,本町田ひなた小学校,東京都町田市本町田2032,1,1,,1,,1,1,1,1,35.563389405079,139.43714199086,
34562,E1320900113201,東京都町田市,藤の台球場,東京都町田市本町田3486,,,,1,,1,,,,35.568295808664,139.44769531337,
34563,E1320900114201,東京都町田市,木曽境川小学校,東京都町田市木曽西1-9-1,,,,1,,1,,1,1,35.565035203993,139.41558171003,
34564,E1320900115201,東京都町田市,木曽中学校,東京都町田市木曽西2-4-9,,,,1,,1,,1,1,35.568666368223,139.41328546944,
34565,E1320900116201,東京都町田市,都立町田総合高等学校,東京都町田市木曽西3-5-1,1,1,,1,,1,1,1,1,35.570467054564,139.41686847943,
34566,E1320900117201,東京都町田市,木曽森野コミュニティセンター,東京都町田市木曽東1-2,1,1,,,,1,1,1,,35.555128601265,139.42858713872,
34567,E1320900118201,東京都町田市,忠生第三小学校,東京都町田市木曽東3-11-3,1,1,,1,,1,1,1,1,35.563356073376,139.42539400941,
34568,E1320900120201,東京都町田市,鶴川第一小学校,東京都町田市野津田町1290,1,1,,1,,1,1,1,1,35.590978533533,139.45705864099,
34569,E1320900121201,東京都町田市,都立野津田高等学校,東京都町田市野津田町2001,,,,1,,1,,1,1,35.589768902969,139.43747441055,
34570,E1320900122202,東京都町田市,町田ＧＩＯＮスタジアム（町田市立陸上競技場）,東京都町田市野津田町2035,1,1,,1,,1,1,1,1,35.592483078471,139.43886560161,
34571,E1320900122201,東京都町田市,野津田公園,東京都町田市野津田町2035,,,,1,,1,,,1,35.592637210345,139.4405607577,
34572,E1320900123201,東京都町田市,国士舘楓の杜キャンパス,東京都町田市野津田町3101,,,,1,,1,,,,35.582791088747,139.4503186341,
34573,E1320900124201,東京都町田市,薬師池公園,東京都町田市野津田町3270,,,,1,,1,,,,35.578743016239,139.44785903549,
34574,E1321000001201,東京都小金井市,東京電機大学中学校・高等学校,東京都小金井市梶野町4-8-1,,,,1,,,,,,35.706116,139.526048,
34575,E1321000002201,東京都小金井市,梶野公園,東京都小金井市梶野町5-10,,,,1,,,,,,35.702848,139.52639,
34576,E1321000003201,東京都小金井市,市立小金井第三小学校,東京都小金井市梶野町5-7-1,,,,1,,,,,1,35.704599,139.52323,
34577,E1321000004201,東京都小金井市,市立南中学校,東京都小金井市貫井南町1-26-1,,,,1,,,,,1,35.690692,139.49996,
34578,E1321000006201,東京都小金井市,市立小金井第四小学校,東京都小金井市貫井南町3-9-1,,,,1,,,,,1,35.699895,139.494107,
34579,E1321000007201,東京都小金井市,中央大学附属中学校・高等学校,東京都小金井市貫井北町3-22-1,,,,1,,,,,,35.709987,139.497469,
34580,E1321000008201,東京都小金井市,東京学芸大学,東京都小金井市貫井北町4-1-1,,,,,,1,,,,35.705489,139.491124,
34581,E1321000009201,東京都小金井市,都立小金井公園,東京都小金井市関野町１など,,,,,,1,,,,35.715717,139.509567,
34582,E1321000010201,東京都小金井市,上水公園運動施設,東京都小金井市桜町2-2-31,,,,1,,,,,,35.709173,139.505138,
34583,E1321000011201,東京都小金井市,市立小金井第一中学校,東京都小金井市桜町2-3-15,,,,1,,,,,1,35.710493,139.503903,
34584,E1321000012201,東京都小金井市,市立小金井第二小学校,東京都小金井市桜町2-3-58,,,,1,,,,,1,35.710418,139.5054,
34585,E1321000013201,東京都小金井市,市立南小学校,東京都小金井市前原町2-2-1,,,,1,,,,,1,35.691464,139.513631,
34586,E1321000015201,東京都小金井市,市立前原小学校,東京都小金井市前原町3-4-22,,,,1,,,,,1,35.694177,139.502075,
34587,E1321000014201,東京都小金井市,都立武蔵野公園,東京都小金井市前原町２など,,,,,,1,,,,35.692314,139.516303,
34588,E1321000016201,東京都小金井市,市立小金井第二中学校,東京都小金井市中町1-8-25,,,,1,,,,,1,35.695279,139.510841,
34589,E1321000017201,東京都小金井市,栗山公園,東京都小金井市中町2-21,,,,,,1,,,,35.69833,139.521466,
34590,E1321000018201,東京都小金井市,東京農工大学,東京都小金井市中町2-24-16,,,,,,1,,,,35.700452,139.517794,
34591,E1321000019201,東京都小金井市,国際基督教大学高校,東京都小金井市東町1-1-1,,,,,,1,,,,35.690449,139.529229,
34592,E1321000020201,東京都小金井市,市立東中学校,東京都小金井市東町1-5-33,,,,1,,,,,1,35.69053,139.525331,
34593,E1321000022201,東京都小金井市,市立東小学校,東京都小金井市東町4-25-6,,,,1,,,,,1,35.698494,139.526914,
34594,E1321000023201,東京都小金井市,市立小金井第一小学校,東京都小金井市本町1-1-6,,,,1,,,,,1,35.698376,139.510313,
34595,E1321000024201,東京都小金井市,市立本町小学校,東京都小金井市本町5-29-21,,,,1,,,,,1,35.704364,139.50101,
34596,E1321000025201,東京都小金井市,都立多摩科学技術高等学校,東京都小金井市本町6-8-9,,,,1,,,,,,35.700029,139.500101,
34597,E1321000026201,東京都小金井市,市立緑中学校,東京都小金井市緑町2-11-47,,,,1,,,,,1,35.708562,139.519287,
34598,E1321000027201,東京都小金井市,法政大学緑町グラウンド,東京都小金井市緑町3-11-15,,,,1,,,,,,35.710802,139.515604,
34599,E1321000028201,東京都小金井市,市立緑小学校,東京都小金井市緑町4-15-39,,,,1,,,,,1,35.70915,139.516426,
34600,E1321000029201,東京都小金井市,都立野川公園,東京都調布市野水１など,,,,,,1,,,,35.682914,139.525553,
34601,E1321000030201,東京都小金井市,多磨霊園,東京都府中市多磨町4-628,,,,,,1,,,,35.687361,139.51116,
34602,E1321100001201,東京都小平市,東京都立小金井公園,東京都小金井市関野町1-13-1,,,,1,,1,1,,,35.71539395,139.5090933,
34603,E1321100002201,東京都小平市,花小金井小学校,東京都小平市花小金井1-35-1,,,,1,,1,1,,1,35.72579688,139.5185766,
34604,E1321100006201,東京都小平市,小平第十一小学校,東京都小平市花小金井4-16-1,,,,1,,1,1,,1,35.73750946,139.5093933,
34605,E1321100009201,東京都小平市,小平第五小学校,東京都小平市花小金井6-24-1,,,,1,,1,1,,1,35.72799276,139.5100175,
34606,E1321100011201,東京都小平市,花小金井南中学校,東京都小平市花小金井南町1-9-1,,,,1,,1,1,,1,35.72125292,139.5116902,
34607,E1321100014201,東京都小平市,小平第三小学校,東京都小平市回田町118,,,,1,,1,1,,1,35.71471916,139.4922114,
34608,E1321100015201,東京都小平市,一橋大学グラウンド,東京都小平市学園西町1-29-1,,,,1,,1,1,,,35.71875824,139.4738208,
34609,E1321100016201,東京都小平市,小平第四中学校,東京都小平市学園西町1-3-1,,,,1,,1,1,,1,35.71767534,139.4777332,
34610,E1321100017201,東京都小平市,小平第四小学校,東京都小平市学園西町1-34-1,,,,1,,1,1,,1,35.7203634,139.4714985,
34611,E1321100019201,東京都小平市,学園東小学校,東京都小平市学園東町2-15-1,,,,1,,1,1,,1,35.72568032,139.4840318,
34612,E1321100022201,東京都小平市,小金井カントリー倶楽部,東京都小平市御幸町331,,,,1,,1,1,,,35.71659901,139.5065847,
34613,E1321100024201,東京都小平市,小平第十三小学校,東京都小平市小川西町1-22-1,,,,1,,1,1,,1,35.7356015,139.4534665,
34614,E1321100026201,東京都小平市,職業能力開発総合大学校グラウンド,東京都小平市小川西町2-32,,,,1,,1,1,,,35.73829014,139.4573678,
34615,E1321100028201,東京都小平市,東京障害者職業能力開発校グラウンド,東京都小平市小川西町2-34,,,,1,,1,1,,,35.7371429,139.4593752,
34616,E1321100034201,東京都小平市,小川西町防災広場（小川西グラウンド）,東京都小平市小川西町5-8-1,,,,1,,1,1,,,35.73395803,139.4558403,
34617,E1321100036201,東京都小平市,小平第一小学校,東京都小平市小川町1-1082,,,,1,,1,1,,1,35.72848252,139.4626401,
34618,E1321100040201,東京都小平市,上宿小学校,東京都小平市小川町1-327,,,,1,,1,1,,1,35.73085845,139.4412762,
34619,E1321100041201,東京都小平市,小平第十二小学校,東京都小平市小川町1-464,,,,1,,1,1,,1,35.72864939,139.4431989,
34620,E1321100044201,東京都小平市,東京都立小平西高校グラウンド,東京都小平市小川町1-502,,,,1,,1,1,,,35.7263395,139.4421116,
34621,E1321100046201,東京都小平市,小平第五中学校,東京都小平市小川町1-798,,,,1,,1,1,,1,35.72614759,139.451334,
34622,E1321100047201,東京都小平市,白梅学園グラウンド,東京都小平市小川町1-830,,,,1,,1,1,,,35.72530816,139.4504304,
34623,E1321100048201,東京都小平市,小平第十五小学校,東京都小平市小川町2-1136,,,,1,,1,1,,1,35.72650011,139.4660859,
34624,E1321100050201,東京都小平市,小平第二中学校,東京都小平市小川東町1-17-1,,,,1,,1,1,,1,35.73573029,139.4638601,
34625,E1321100052201,東京都小平市,小平第六小学校,東京都小平市小川東町3-1-2,,,,1,,1,1,,1,35.73458004,139.4659934,
34626,E1321100053201,東京都小平市,ブリヂストン南グラウンド,東京都小平市小川東町3-3,,,,1,,1,1,,,35.73459728,139.4689698,
34627,E1321100054201,東京都小平市,小平元気村おがわ東,東京都小平市小川東町4-2-1,,,,1,,1,1,,1,35.74043754,139.4736774,
34628,E1321100055201,東京都小平市,萩山公園グラウンド,東京都小平市小川東町4-4-1,,,,1,,1,1,,,35.73920013,139.4768944,
34629,E1321100058201,東京都小平市,創価学園第一グラウンド,東京都小平市上水新町2-20,,,,1,,1,1,,,35.72235573,139.4535324,
34630,E1321100060201,東京都小平市,上水中学校,東京都小平市上水南町1-7-1,,,,1,,1,1,,1,35.71402473,139.4816134,
34631,E1321100063201,東京都小平市,情報通信研究機構・東京サレジオ学園・　東京学芸大学一帯,東京都小平市上水南町4,,,,1,,1,1,,,35.70837575,139.4897375,
34632,E1321100061201,東京都小平市,情報通信研究機構テストフィールド,東京都小平市上水南町4-2,,,,1,,1,1,,,35.71158973,139.4878885,
34633,E1321100065201,東京都小平市,小平第十小学校,東京都小平市上水本町4-4-1,,,,1,,1,1,,1,35.71634917,139.4734236,
34634,E1321100067201,東京都小平市,けやき公園・東京都立小平南高校一帯,東京都小平市上水本町6,,,,1,,1,1,,,35.71090356,139.4739669,
34635,E1321100066201,東京都小平市,東京都立小平南高校グラウンド,東京都小平市上水本町6-21-1,,,,1,,1,1,,,35.71191803,139.4741519,
34636,E1321100069201,東京都小平市,小平第七小学校,東京都小平市大沼町1-22-1,,,,1,,1,1,,1,35.73543528,139.4950339,
34637,E1321100071201,東京都小平市,小平第六中学校,東京都小平市大沼町6-4-1,,,,1,,1,1,,1,35.73309144,139.5002421,
34638,E1321100072201,東京都小平市,中島町公園,東京都小平市中島町20,,,,1,,1,1,,,35.73116521,139.43263,
34639,E1321100074201,東京都小平市,東京都立小平高校グラウンド,東京都小平市仲町112,,,,1,,1,1,,,35.73398403,139.4840881,
34640,E1321100076201,東京都小平市,小平第二小学校,東京都小平市仲町310,,,,1,,1,1,,1,35.72740856,139.4911182,
34641,E1321100077201,東京都小平市,小平第十四小学校,東京都小平市仲町33,,,,1,,1,1,,1,35.73331587,139.4808428,
