NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
34333,E1320500049201,東京都青梅市,天ヶ瀬体育館（体育館）,東京都青梅市天ヶ瀬町1111,1,1,,1,,1,1,,,35.78919,139.250658,
34334,E1320500050201,東京都青梅市,天ヶ瀬運動広場（グラウンド）,東京都青梅市天ヶ瀬町1111-1,,,,1,,1,,,,35.788529,139.250722,
34335,E1320500051202,東京都青梅市,青梅市役所（庁舎）,東京都青梅市東青梅1-11-1,1,1,,,,,1,,,35.7879023,139.2758036,
34336,E1320500051201,東京都青梅市,青梅市役所（駐車場）,東京都青梅市東青梅1-11-1,,,,1,,1,,,,35.788373,139.275179,
34337,E1320500052201,東京都青梅市,市立第四小学校（グラウンド）,東京都青梅市東青梅6-1-1,,,,1,,1,,,1,35.793681,139.271231,
34338,E1320500052202,東京都青梅市,市立第四小学校（校舎・体育館）,東京都青梅市東青梅6-1-1,1,1,,,,,1,,1,35.79408463,139.27181,
34339,E1320500053202,東京都青梅市,市立藤橋小学校（校舎・体育館）,東京都青梅市藤橋3-13-1,1,1,,,,,1,,1,35.79774,139.30619,
34340,E1320500053201,東京都青梅市,市立藤橋小学校（グラウンド）,東京都青梅市藤橋3-13-1,,,,1,,1,,,1,35.797549,139.306535,
34341,E1320500054202,東京都青梅市,市立第六小学校（校舎・体育館）,東京都青梅市二俣尾3-903-1,1,1,,,,,1,,1,35.801599,139.216727,
34342,E1320500054201,東京都青梅市,市立第六小学校（グラウンド）,東京都青梅市二俣尾3-903-1,,,,1,,1,,,1,35.802048,139.21628,
34343,E1320500055201,東京都青梅市,二俣尾５丁目第２運動広場（グラウンド）,東京都青梅市二俣尾5-164,,,,1,,1,,,,35.81340126,139.2078429,
34344,E1320500056201,東京都青梅市,日向和田２丁目児童遊園（グラウンド）,東京都青梅市日向和田2-374-7,,,,1,,1,,,,35.78511,139.2356,
34345,E1320500057202,東京都青梅市,梅郷市民センター（庁舎・体育館）,東京都青梅市梅郷3-749-1,1,1,,,,,1,,,35.786784,139.22445,
34346,E1320500057201,東京都青梅市,梅郷市民センター（駐車場）,東京都青梅市梅郷3-749-1,,,,1,,1,,,,35.786731,139.224766,
34347,E1320500058202,東京都青梅市,市立第五小学校（校舎・体育館）,東京都青梅市梅郷3-765-1,1,1,,,,,1,,1,35.78735,139.224421,
34348,E1320500058201,東京都青梅市,市立第五小学校（グラウンド）,東京都青梅市梅郷3-765-1,,,,1,,1,,,1,35.78785,139.225158,
34349,E1320500059201,東京都青梅市,市立西中学校（グラウンド）,東京都青梅市梅郷6-1460-1,,,,1,,1,,,1,35.794982,139.220633,
34350,E1320500059202,東京都青梅市,市立西中学校（校舎・体育館）,東京都青梅市梅郷6-1460-1,1,1,,,,,1,,1,35.794655,139.22031,
34351,E1320500060201,東京都青梅市,畑中保育園（グラウンド）,東京都青梅市畑中2-593,,,,1,,1,,,,35.78298239,139.2410972,
34352,E1320500061201,東京都青梅市,富岡３丁目運動広場（グラウンド）,東京都青梅市富岡3-1168,,,,1,,1,,,,35.82799932,139.2930754,
34353,E1320500062201,東京都青梅市,永山公園グラウンド（グラウンド）,東京都青梅市本町217,,,,1,,1,,,,35.79205963,139.2603694,
34354,E1320500063201,東京都青梅市,市立第一小学校（グラウンド）,東京都青梅市本町223,,,,1,,1,,,1,35.79118972,139.2586143,
34355,E1320500064202,東京都青梅市,市立友田小学校（校舎・体育館）,東京都青梅市友田町5-332,1,1,,,,,1,,1,35.774186,139.284748,
34356,E1320500064201,東京都青梅市,市立友田小学校（グラウンド）,東京都青梅市友田町5-332,,,,1,,1,,,1,35.774476,139.285432,
34357,E1320500065201,東京都青梅市,柚木町運動広場（グラウンド）,東京都青梅市柚木町2-312,,,,1,,1,,,,35.799772,139.212031,
34358,E1320500066201,東京都青梅市,青梅柚木苑地駐車場（駐車場）,東京都青梅市柚木町3-643,,,,1,,1,,,,35.80299616,139.2078118,
34359,E1320500067201,東京都青梅市,市立第一中学校（グラウンド）,東京都青梅市裏宿町615,,,,1,,1,,,1,35.789312,139.244617,
34360,E1320500067202,東京都青梅市,市立第一中学校（校舎・体育館）,東京都青梅市裏宿町615,1,1,,,,,1,,1,35.78936831,139.2457671,
34361,E1320500068201,東京都青梅市,和田町運動広場（グラウンド）,東京都青梅市和田町2-422-1,,,,1,,1,,,,35.77982073,139.2293859,
34362,E1320600001201,東京都府中市,明星学苑,東京都府中市栄町1-1,1,1,,1,,1,1,1,,35.6872427890929,139.482685960913,
34363,E1320600002201,東京都府中市,府中高等学校,東京都府中市栄町3-3,1,1,,1,,1,1,1,,35.6879054032889,139.474514691295,
34364,E1320600003201,東京都府中市,府中市立府中第九小学校,東京都府中市栄町3-7,1,1,,1,,1,1,1,1,35.6868094896246,139.471647635807,
34365,E1320600004201,東京都府中市,多摩川緑地押立地区,東京都府中市押立5,,1,,1,,1,,1,,35.6527163602551,139.514738881481,
34366,E1320600005201,東京都府中市,府中市立府中第六中学校,東京都府中市押立町1-2,,1,,1,,1,,1,1,35.6607619397037,139.507252181999,
34367,E1320600006201,東京都府中市,府中東高等学校,東京都府中市押立町4-21,,1,,1,,1,,1,,35.656544837293,139.515338596701,
34368,E1320600008201,東京都府中市,府中市立府中第一中学校,東京都府中市幸町1-22,1,1,,1,,1,1,1,1,35.6809837237192,139.480340061816,
34369,E1320600009201,東京都府中市,東京農工大学,東京都府中市幸町3,1,1,,1,,1,1,1,,35.684182032593,139.481258859218,
34370,E1320600010201,東京都府中市,府中市立府中第二中学校,東京都府中市紅葉丘1-23,1,1,,1,,1,1,1,1,35.6727076398001,139.50909066937,
34371,E1320600012201,東京都府中市,府中市立府中第八中学校,東京都府中市四谷1-2827,,1,,1,,1,,1,1,35.6586206526119,139.446226708898,
34372,E1320600014201,東京都府中市,府中市立四谷小学校,東京都府中市四谷3-2740,,1,,1,,1,,1,1,35.6591190581898,139.444785577863,
34373,E1320600015201,東京都府中市,府中工業高等学校,東京都府中市若松町2-19,1,1,,1,,1,1,1,,35.6721059342362,139.500345222683,
34374,E1320600016201,東京都府中市,府中市立若松小学校,東京都府中市若松町3-11,1,1,,1,,1,1,1,1,35.6732285815658,139.499331399118,
34375,E1320600017201,東京都府中市,府中市立府中第十小学校,東京都府中市若松町4-29,1,,,1,,1,1,1,1,35.6774314770514,139.508564743438,
34376,E1320600018201,東京都府中市,農業高等学校,東京都府中市寿町1-10,1,1,,1,,1,1,1,,35.6762124058547,139.478707580085,
34377,E1320600019201,東京都府中市,市民球場・市民陸上競技場・都立農業高校,東京都府中市寿町2,1,1,,1,,1,1,1,,35.6768268140263,139.475902164521,
34378,E1320600020201,東京都府中市,府中市立府中第一小学校,東京都府中市寿町2-6,1,1,,1,,1,1,1,1,35.6743081372551,139.477183314866,
34379,E1320600021201,東京都府中市,多摩川緑地住吉地区,東京都府中市住吉2,,1,,1,,1,,1,,35.6543090661455,139.457611963106,
34380,E1320600023201,東京都府中市,府中市立住吉小学校,東京都府中市住吉町2-30,,1,,1,,1,,1,1,35.6560624240745,139.459382210101,
34381,E1320600024201,東京都府中市,府中市立府中第九中学校,東京都府中市小柳町2-49,,1,,1,,1,,1,1,35.6627992430316,139.503556540472,
34382,E1320600025201,東京都府中市,府中市立小柳小学校,東京都府中市小柳町3-21,,1,,1,,1,,1,1,35.6600128674765,139.504392318854,
34383,E1320600026201,東京都府中市,府中市立新町小学校,東京都府中市新町1-25,1,1,,1,,1,1,1,1,35.6866443084688,139.485664777971,
34384,E1320600028201,東京都府中市,府中市立府中第五中学校,東京都府中市新町2-44,1,1,,1,,1,1,1,1,35.6866005682483,139.493285319054,
34385,E1320600029201,東京都府中市,府中市立府中第八小学校,東京都府中市是政1-34,,1,,1,,1,1,1,1,35.6626753819539,139.495351297953,
34386,E1320600031201,東京都府中市,多摩川緑地是政・小柳町地区,東京都府中市是政4,,1,,1,,1,,1,,35.6543378684988,139.494397008311,
34387,E1320600032201,東京都府中市,郷土の森サッカー場・郷土の森第２野球場,東京都府中市是政6,,1,,1,,1,,1,,35.6541476015919,139.480792497832,
34388,E1320600034201,東京都府中市,府中市立府中第十中学校,東京都府中市西府町4-21,1,1,,1,,1,1,1,1,35.6784409035421,139.452820368479,
34389,E1320600035201,東京都府中市,都立府中の森公園,東京都府中市浅間町1,1,1,,1,,1,1,1,,35.6766765712691,139.491160261966,
34390,E1320600036201,東京都府中市,府中市立浅間中学校,東京都府中市浅間町1-1,1,1,,1,,1,1,1,1,35.6735192320367,139.491151483629,
34391,E1320600038201,東京都府中市,都立多磨霊園・都立武蔵野公園,東京都府中市多磨町4,1,1,,1,,1,1,1,,35.6858485201412,139.514057077562,
34392,E1320600039201,東京都府中市,都立武蔵野の森公園・朝日サッカー場,東京都府中市朝日町3,1,1,,1,,1,1,1,,35.675240171683,139.523772561439,
34393,E1320600040201,東京都府中市,府中市立府中第六小学校,東京都府中市天神町4-14,1,1,,1,,1,1,1,1,35.6845433656063,139.492334990543,
34394,E1320600041201,東京都府中市,東芝府中事業所,東京都府中市東芝町,1,1,,1,,1,1,1,,35.679329119173,139.468121742442,
34395,E1320600042201,東京都府中市,府中市立南町小学校,東京都府中市南町3-6,,1,,1,,1,1,1,1,35.66196427247,139.467460689364,
34396,E1320600043201,東京都府中市,東京競馬場,東京都府中市日吉町1,,1,,1,,1,1,1,,35.6625191330662,139.485142732598,
34397,E1320600044201,東京都府中市,日本電気府中事業場,東京都府中市日新町1,,1,,1,,1,1,1,,35.6662991766638,139.456867193422,
34398,E1320600045201,東京都府中市,府中西高等学校,東京都府中市日新町4-6,,1,,1,,1,1,1,,35.6718411709768,139.446452626227,
34399,E1320600046201,東京都府中市,府中市立日新小学校,東京都府中市日新町5-22,,1,,1,,1,1,1,1,35.6681954789688,139.443645704422,
34400,E1320600047201,東京都府中市,府中市立府中第四小学校,東京都府中市白糸台1-58,1,1,,1,,1,1,1,1,35.6668991568382,139.508130612976,
34401,E1320600049201,東京都府中市,府中市立白糸台小学校,東京都府中市白糸台2-16,1,1,,1,,1,1,1,1,35.6694733661901,139.514119670465,
34402,E1320600050201,東京都府中市,府中市立南白糸台小学校,東京都府中市白糸台6-48,,1,,1,,1,,1,1,35.6605460494476,139.516599710699,
34403,E1320600051201,東京都府中市,府中市立府中第四中学校,東京都府中市美好町2-13,1,1,,1,,1,1,1,1,35.6738393810474,139.46534232309,
34404,E1320600054201,東京都府中市,武蔵台緑地,東京都府中市武蔵台2,1,1,,1,,1,1,1,,35.6900375754371,139.462596738235,
34405,E1320600056201,東京都府中市,府中市立武蔵台小学校,東京都府中市武蔵台2-3,1,1,,1,,1,1,1,1,35.6890532602969,139.463451837089,
34406,E1320600057201,東京都府中市,府中市立府中第七中学校,東京都府中市武蔵台2-4,1,1,,1,,1,1,1,1,35.6890772344644,139.462179906845,
34407,E1320600059201,東京都府中市,府中市立府中第三小学校,東京都府中市片町3-5,,1,,1,,1,1,1,1,35.6680063856189,139.472141214305,
34408,E1320600060201,東京都府中市,府中市立府中第七小学校,東京都府中市北山町2-23,1,1,,1,,1,1,1,1,35.6875609876748,139.456311045954,
34409,E1320600061201,東京都府中市,府中市立府中第五小学校,東京都府中市本宿町1-51,1,,,1,,1,1,1,1,35.6694083963723,139.458041507454,
34410,E1320600062201,東京都府中市,府中市立本宿小学校,東京都府中市本宿町4-19,1,1,,1,,1,1,1,1,35.6796205935499,139.460870573161,
34411,E1320600063201,東京都府中市,府中市立府中第三中学校,東京都府中市本町4-16,,1,,1,,1,1,1,1,35.6651123704018,139.468928581239,
34412,E1320600064201,東京都府中市,府中市立矢崎小学校,東京都府中市矢崎町4-9,,1,,1,,1,,1,1,35.6578396577753,139.476107182536,
34413,E1320600066201,東京都府中市,府中市立府中第二小学校,東京都府中市緑町1-29,1,1,,1,,1,1,1,1,35.6739505223435,139.486148336147,
34414,E1320700058201,東京都昭島市,国営昭和記念公園,東京都昭島市、郷地町・福島町,1,1,,1,,1,,,,35.712606,139.394635,
34415,E1320700001201,東京都昭島市,昭島市立つつじが丘小学校,東京都昭島市つつじが丘2-1-30,1,1,,1,,,1,,1,35.716853,139.371215,
34416,E1320700002201,東京都昭島市,昭島市立瑞雲中学校,東京都昭島市つつじが丘2-2-6,1,1,,1,,,1,,1,35.715403,139.37079,
34417,E1320700040201,東京都昭島市,つつじが丘公園,東京都昭島市つつじが丘3-1,1,1,,1,,,1,,,35.714105,139.370142,
34418,E1320700041201,東京都昭島市,アキシマエンシス,東京都昭島市つつじが丘3-3-15,1,1,,1,,,1,,1,35.711705,139.368967,
34419,E1320700042201,東京都昭島市,昭島市民会館・公民館,東京都昭島市つつじが丘3-3-7,1,1,,1,,,1,,,35.713273,139.365836,
34420,E1320700043201,東京都昭島市,むさしの公園,東京都昭島市もくせいの杜2-2,1,1,,1,,,1,,,35.718529,139.385284,
34421,E1320700005201,東京都昭島市,昭島市立清泉中学校,東京都昭島市宮沢町1-9-1,1,1,,1,,,1,,1,35.706436,139.364838,
34422,E1320700044201,東京都昭島市,多摩川緑地くじら運動公園,東京都昭島市宮沢町3-17,,1,,1,,1,1,,,35.695661,139.367754,
34423,E1320700006201,東京都昭島市,昭島市立共成小学校,東京都昭島市郷地町2-6-1,,1,,1,,,1,,1,35.697774,139.382973,
34424,E1320700045201,東京都昭島市,クリーンセンター,東京都昭島市郷地町3-3,,1,,1,,,1,,,35.692619,139.386658,
34425,E1320700009201,東京都昭島市,昭島市立光華小学校,東京都昭島市昭和町4-5-13,1,1,,1,,,1,,1,35.710058,139.36429,
34426,E1320700014201,東京都昭島市,昭島市立拝島第三小学校,東京都昭島市松原町3-12-15,1,1,,1,,,1,,1,35.716574,139.344044,
34427,E1320700059201,東京都昭島市,昭島市立拝島第二小学校,東京都昭島市代官山1-6-7,1,1,,1,,,1,,1,35.719688,139.355699,
34428,E1320700046201,東京都昭島市,上ノ台公園,東京都昭島市大神町2-4,1,1,,1,,,1,,,35.705776,139.356293,
34429,E1320700047201,東京都昭島市,大神公園,東京都昭島市大神町4-24,,1,,1,,1,1,,,35.696149,139.361441,
34430,E1320700016201,東京都昭島市,昭島市立成隣小学校,東京都昭島市大神町4-4-1,,1,,1,,,1,,1,35.698727,139.361145,
34431,E1320700021201,東京都昭島市,昭島市立中神小学校,東京都昭島市朝日町5-8-5,1,1,,1,,,1,,1,35.705791,139.372757,
34432,E1320700022201,東京都昭島市,昭島市立田中小学校,東京都昭島市田中町3-4-1,,1,,1,,,1,,1,35.700253,139.353549,
34433,E1320700023201,東京都昭島市,昭島市立東小学校,東京都昭島市東町2-2-18,,1,,1,,1,1,,1,35.70372,139.389621,
34434,E1320700024201,東京都昭島市,昭島市立昭和中学校,東京都昭島市東町2-6-22,,1,,1,,1,1,,1,35.704853,139.386113,
34435,E1320700048201,東京都昭島市,昭和公園,東京都昭島市東町5-11-43,,1,,1,,1,1,,,35.702644,139.384598,
34436,E1320700025201,東京都昭島市,昭島市立拝島第一小学校,東京都昭島市拝島町1-14-14,1,1,,1,,,1,,1,35.706434,139.344564,
34437,E1320700050201,東京都昭島市,拝島自然公園,東京都昭島市拝島町4-22,,1,,1,,,1,,,35.700767,139.342057,
34438,E1320700030201,東京都昭島市,昭島市立多摩辺中学校,東京都昭島市拝島町4-6-30,,1,,1,,,1,,1,35.702866,139.346,
34439,E1320700051201,東京都昭島市,水鳥公園,東京都昭島市拝島町5-14,,1,,1,,,1,,,35.711587,139.333034,
34440,E1320700031201,東京都昭島市,旧昭島市立拝島第四小学校,東京都昭島市拝島町5-6-30,,1,,1,,,1,,1,35.706046,139.338532,
34441,E1320700052201,東京都昭島市,エコパーク,東京都昭島市美堀町3-14,1,1,,1,,,1,,,35.721863,139.354355,
34442,E1320700053201,東京都昭島市,みほり広場,東京都昭島市美堀町3-2,1,1,,1,,,1,,,35.724987,139.357147,
34443,E1320700033201,東京都昭島市,昭島市立武蔵野小学校,東京都昭島市武蔵野2-3-1,1,1,,1,,,1,,1,35.719584,139.379757,
34444,E1320700054201,東京都昭島市,美ノ宮公園,東京都昭島市武蔵野2-4,1,1,,1,,,1,,,35.720287,139.380386,
34445,E1320700035201,東京都昭島市,昭島市立玉川小学校,東京都昭島市福島町2-8-1,1,1,,1,,,1,,1,35.700825,139.37883,
34446,E1320700036201,東京都昭島市,昭島市立福島中学校,東京都昭島市福島町3-20-1,,1,,1,,,1,,1,35.695183,139.377136,
34447,E1320700037201,東京都昭島市,昭島市立富士見丘小学校,東京都昭島市福島町890,,1,,1,,,1,,1,35.70789,139.382675,
34448,E1320700056201,東京都昭島市,緑ヶ丘公園,東京都昭島市緑町1-21,1,1,,1,,,1,,,35.712929,139.350924,
34449,E1320700038201,東京都昭島市,昭島市立拝島中学校,東京都昭島市緑町2-2-12,1,1,,1,,,1,,1,35.712685,139.350119,
34450,E1320800006201,東京都調布市,大町スポーツ施設・調和小学校周辺,東京都調布市菊野台3,,,,1,,1,,,,35.651264463764,139.57303811176,
34451,E1320800015201,東京都調布市,神代中学校・上ノ原小学校周辺,東京都調布市佐須町5,,,,1,,1,,,,35.662779923354,139.560821879,
34452,E1320800019201,東京都調布市,第四中学校・若葉小学校周辺,東京都調布市若葉町3,,,,1,,1,,,,35.65420328,139.5835852,
34453,E1320800031201,東京都調布市,都立神代植物公園及び自由広場,東京都調布市深大寺元町5,,,,1,,1,,,,35.67073119,139.5492347,
34454,E1320800039201,東京都調布市,調布基地跡地運動広場及び大沢総合グラウンド一部,東京都調布市西町290,,,,1,,1,,,,35.668924092059,139.52619188727,
34455,E1320800047201,東京都調布市,多摩川河川敷（第３区）周辺（二ヶ領堰～狛江市境）,東京都調布市染地2-51,,,,1,,1,,,,35.63684985,139.5537788,
34456,E1320800051201,東京都調布市,多摩川河川敷（第１区）周辺（府中市境～多摩川原橋）,東京都調布市多摩川2-7,,,,1,,1,,,,35.64613009,139.5250352,
34457,E1320800053201,東京都調布市,多摩川河川敷（第２区）周辺（多摩川原橋～二ヶ領堰）,東京都調布市多摩川5-32,,,,1,,1,,,,35.64088004,139.5372024,
34458,E1320800059201,東京都調布市,ＮＴＴ中央研修センター,東京都調布市入間町1-44,,,,1,,1,,,,35.65140543,139.5879946,
34459,E1320800072201,東京都調布市,緑ヶ丘小学校周辺,東京都調布市緑ケ丘2,,,,1,,1,,,,35.66945994,139.5846907,
34460,E1320900001201,東京都町田市,つくし野小学校,東京都町田市つくし野2-21-11,1,1,,1,,1,1,1,1,35.525748874517,139.4818595272,
34461,E1320900002201,東京都町田市,つくし野コミュニティセンター,東京都町田市つくし野2-26-5,1,1,,,,1,1,1,,35.527068175915,139.48466321213,
34462,E1320900127201,東京都町田市,つくし野セントラルパーク,東京都町田市つくし野3-19,,,,1,,1,,,,35.521026532476,139.48205771315,
34463,E1320900004207,東京都町田市,町田中央公園,東京都町田市旭町3-20-60,,,,1,,1,,,,35.556905744856,139.44664261933,
34464,E1320900004206,東京都町田市,サン町田旭体育館,東京都町田市旭町3-20-60,1,1,,,,1,1,1,,35.556806828062,139.44721305475,
34465,E1320900005201,東京都町田市,玉川学園コミュニティセンター,東京都町田市玉川学園2-19-12,1,1,,,,1,1,1,,35.563733694679,139.46275057901,
34466,E1320900006201,東京都町田市,町田第五小学校,東京都町田市玉川学園4-14-7,1,1,,1,,1,1,1,1,35.564662042101,139.45677239518,
34467,E1320900007201,東京都町田市,玉川学園大グラウンド,東京都町田市玉川学園6-1-1,,,,1,,1,,,,35.566256393252,139.4671290934,
34468,E1320900008201,東京都町田市,薬師中学校,東京都町田市金井1-20-1,,,,1,,1,,1,1,35.575782926098,139.44972166874,
34469,E1320900009201,東京都町田市,金井中学校,東京都町田市金井6-15-1,1,1,,1,,1,1,1,1,35.576427626365,139.46250031761,
34470,E1320900010201,東京都町田市,ゆうき山公園,東京都町田市金井ヶ丘1-14,,,,1,,1,,,,35.570530360262,139.45695018563,
34471,E1320900011201,東京都町田市,金井小学校,東京都町田市金井ヶ丘1-30-1,1,1,,1,,1,1,1,1,35.570165739719,139.45830056248,
34472,E1320900012201,東京都町田市,南中学校,東京都町田市金森3-27-1,1,1,,1,,1,1,1,1,35.526977495552,139.46209023437,
34473,E1320900013201,東京都町田市,南市民センター,東京都町田市金森4-5-6,1,1,,,,1,1,1,,35.523698239434,139.46677708737,
34474,E1320900014201,東京都町田市,金森　防災市民いこいの広場,東京都町田市金森7-18,,,,1,,1,,,,35.53132272571,139.45550073046,
34475,E1320900015201,東京都町田市,南第三小学校,東京都町田市金森東1-2-1,1,1,,1,,1,1,1,1,35.536770360453,139.45735312829,
34476,E1320900140201,東京都町田市,金森わさび田児童公園,東京都町田市金森東3-1073,,,,1,,1,,,,35.529511534331,139.46473231068,
34477,E1320900017201,東京都町田市,南第四小学校,東京都町田市金森東3-21-1,1,1,,1,,1,1,1,1,35.53288551846,139.46652065425,
34478,E1320900018201,東京都町田市,町田第二小学校,東京都町田市原町田4-26-40,1,1,,1,,1,1,1,1,35.545826819518,139.45308866901,
34479,E1320900143201,東京都町田市,芹ヶ谷公園,東京都町田市原町田5-16,,,,1,,1,,,,35.547950582417,139.4511730707,
34480,E1320900020201,東京都町田市,国士舘大学グラウンド,東京都町田市広袴1-1-1,,,,1,,1,,,,35.593765400086,139.46700378678,
34481,E1320900021201,東京都町田市,高ヶ坂小学校,東京都町田市高ヶ坂6-7-1,1,1,,1,,1,1,1,1,35.541017959872,139.46229924541,
34482,E1320900023201,東京都町田市,フェリシアこども短期大学グラウンド,東京都町田市三輪町1135,,,,1,,1,,,,35.570675940772,139.49496224536,
34483,E1320900146201,東京都町田市,明泉学園　鶴川高等学校々庭,東京都町田市三輪町122,,,,1,,1,,,,35.581044294335,139.49659053054,
34484,E1320900025201,東京都町田市,三輪小学校,東京都町田市三輪町330-1,,,,1,,1,,1,1,35.577709999829,139.49650457361,
34485,E1320900026201,東京都町田市,鶴見川クリーンセンター,東京都町田市三輪緑山1-1,1,1,,,,,1,,,35.570657810379,139.49197459048,
34486,E1320900027201,東京都町田市,三輪中央公園,東京都町田市三輪緑山3-21,,,,1,,1,,,,35.574300165299,139.48844715613,
34487,E1320900028202,東京都町田市,三輪コミュニティセンター,東京都町田市三輪緑山4-14-1,1,1,,,,1,1,1,1,35.577160418116,139.49321127231,
34488,E1320900030201,東京都町田市,七国山小学校,東京都町田市山崎町1314-2,1,1,,1,,1,1,1,1,35.576492678795,139.43552503482,
34489,E1320900031201,東京都町田市,山崎中学校,東京都町田市山崎町1445,1,1,,1,,1,1,1,1,35.577544122799,139.43218997496,
34490,E1320900032201,東京都町田市,都立山崎高等学校,東京都町田市山崎町1453-1,1,1,,1,,1,1,1,1,35.576835554416,139.43407226188,
34491,E1320900155201,東京都町田市,山崎自然公園,東京都町田市山崎町1563,,,,1,,1,,,,35.578579866386,139.43835102752,
34492,E1320900034201,東京都町田市,木曽山崎コミュニティセンター,東京都町田市山崎町2160-4,1,1,,,,1,1,1,,35.568589259415,139.43668623666,
34493,E1320900035201,東京都町田市,小山中学校,東京都町田市小山ヶ丘1-2-4,1,1,,1,,1,1,1,1,35.595095755291,139.38643657501,
34494,E1320900037201,東京都町田市,小山中央小学校,東京都町田市小山ヶ丘3-7-1,1,1,,1,,1,1,1,1,35.602099308455,139.37330056987,
34495,E1320900159201,東京都町田市,サレジオ工業高等専門学校グラウンド,東京都町田市小山ヶ丘4-6-8,,,,1,,1,,,,35.605788028681,139.35849584972,
34496,E1320900040201,東京都町田市,小山ヶ丘小学校,東京都町田市小山ヶ丘5-37,1,1,,1,,1,1,1,1,35.605003696405,139.35424412046,
34497,E1320900043201,東京都町田市,小山小学校,東京都町田市小山町944,,,,1,,1,,1,1,35.592459344724,139.37790684846,
34498,E1320900044201,東京都町田市,小山田中学校,東京都町田市小山田桜台1-12,1,1,,1,,1,1,1,1,35.58755828516,139.40404024026,
34499,E1320900045201,東京都町田市,小山田南小学校,東京都町田市小山田桜台2-7,1,1,,1,,1,1,1,1,35.588735053136,139.40073482914,
34500,E1320900046201,東京都町田市,都立小川高等学校,東京都町田市小川2-1002-1,,,,1,,1,,1,1,35.532385421225,139.46926019822,
34501,E1320900047201,東京都町田市,小川小学校,東京都町田市小川3-10-1,,,,1,,1,,1,1,35.527044768187,139.4708369719,
34502,E1320900048201,東京都町田市,鶴川中学校,東京都町田市小野路町1905-1,1,1,,1,,1,1,1,1,35.593830993732,139.45399862485,
34503,E1320900049201,東京都町田市,小山田小学校,東京都町田市上小山田町614,,,,1,,1,,1,1,35.597485950838,139.40594027037,
34504,E1320900050201,東京都町田市,桜美林学園グラウンド,東京都町田市常盤町3758,,,,1,,1,,,,35.58105617932,139.40576219922,
34505,E1320900051201,東京都町田市,町田第四小学校,東京都町田市森野2-21-28,1,1,,1,,1,1,1,1,35.549814854203,139.43827280866,
34506,E1320900171201,東京都町田市,木曽森野　防災市民いこいの広場,東京都町田市森野4-8,,,,1,,1,,,,35.555159955181,139.43307917226,
34507,E1320900053201,東京都町田市,真光寺中学校,東京都町田市真光寺3-8-1,,,,1,,1,,1,1,35.597608125913,139.46475624942,
34508,E1320900054201,東京都町田市,乗馬クラブクレイン東京,東京都町田市真光寺町1227,,,,1,,1,,,,35.599136327095,139.45941420642,
34509,E1320900055201,東京都町田市,和光中・高等学校々庭,東京都町田市真光寺町1291,,,,1,,1,,,,35.597260385504,139.45801196046,
34510,E1320900056201,東京都町田市,日本大学第三学園グラウンド,東京都町田市図師町2375,,,,1,,1,,,,35.592446733268,139.4213118585,
34511,E1320900057201,東京都町田市,図師小学校,東京都町田市図師町239-19,1,1,,1,,1,1,1,1,35.584348375206,139.41679002963,
34512,E1320900058201,東京都町田市,成瀬中央小学校,東京都町田市成瀬2-8,1,1,,1,,1,1,1,1,35.546785636165,139.47650626372,
34513,E1320900060201,東京都町田市,都立成瀬高等学校,東京都町田市成瀬7-4-1,,,,1,,1,,1,1,35.541858336896,139.47522291647,
34514,E1320900061201,東京都町田市,成瀬台中学校,東京都町田市成瀬台2-5-1,1,1,,1,,1,1,1,1,35.550584748145,139.47680960116,
34515,E1320900062201,東京都町田市,成瀬台小学校,東京都町田市成瀬台2-5-2,1,1,,1,,1,1,1,1,35.550770510721,139.47769510521,
34516,E1320900063201,東京都町田市,成瀬台公園,東京都町田市成瀬台3-7,,,,1,,1,,,,35.554914378773,139.47754226567,
34517,E1320900064202,東京都町田市,成瀬コミュニティセンター,東京都町田市西成瀬2-49-1,1,1,,,,1,1,1,,35.543473989526,139.47275066057,
34518,E1320900065201,東京都町田市,相原小学校,東京都町田市相原町1673,1,1,,1,,1,1,1,1,35.606543260826,139.32349144899,
34519,E1320900067201,東京都町田市,ゆくのき学園（大戸小学校）,東京都町田市相原町3765-3,1,1,,1,,1,1,1,1,35.609427978049,139.30341446248,
34520,E1320900068201,東京都町田市,ゆくのき学園（武蔵岡中学校）,東京都町田市相原町3865,1,1,,1,,1,1,1,1,35.609288416376,139.30487358418,
34521,E1320900070201,東京都町田市,堺中学校,東京都町田市相原町752,,,,1,,1,,1,1,35.604635787753,139.33674915651,
34522,E1320900071201,東京都町田市,堺市民センター,東京都町田市相原町795-1,1,1,,,,1,1,1,,35.604292515929,139.33339347077,
34523,E1320900072201,東京都町田市,鶴川市民センター,東京都町田市大蔵町1981-4,1,1,,,,1,1,1,,35.588805269021,139.46734043753,
34524,E1320900073201,東京都町田市,大蔵小学校,東京都町田市大蔵町286,1,1,,1,,1,1,1,1,35.586683265704,139.46809191355,
34525,E1320900074201,東京都町田市,町田第一小学校,東京都町田市中町1-20-30,1,1,,1,,1,1,1,1,35.548155737162,139.44657398954,
