NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
4431,E0157800037111,北海道白老町,竹浦コミュニティセンター（竹浦生活館含む）,北海道白老町字竹浦198-27,,,,42.49274325,141.2547798,
4432,E0157800038111,北海道白老町,竹浦小学校,北海道白老町字竹浦198-8,,,,42.495615498496,141.26000756508,
4433,E0157800048111,北海道白老町,白翔中学校,北海道白老町字萩野286,1,,,42.52277406504,141.30431155767,
4434,E0157800048112,北海道白老町,萩野小学校,北海道白老町字萩野286,1,,,42.522095752608,141.3034444295,
4435,E0157800055111,北海道白老町,萩野公民館,北海道白老町字萩野73,,,,42.51551221,141.3013931,
4436,E0157800056121,北海道白老町,介護老人保健施設さくら,北海道白老町字萩野74,,,,42.51595271,141.3009463,
4437,E0157800063111,北海道白老町,日本製紙体育館,北海道白老町字北吉原181,,,,42.519648,141.301501,
4438,E0157800079111,北海道白老町,しらおい経済センター,北海道白老町大町2-3-4,,,,42.55397718,141.3593154,
4439,E0157800084121,北海道白老町,白老高齢者複合施設,北海道白老町東町2-4-12,1,,,42.556772336442,141.36500308585,
4440,E0157800102111,北海道白老町,リブマックスリゾートウポポイ白老温泉　２階以上,北海道白老町東町4-6-1,1,,,42.555496,141.366628,
4441,E0157800086121,北海道白老町,総合保健福祉センター,北海道白老町東町4-6-7,,,,42.55501607,141.3682473,
4442,E0157800086111,北海道白老町,総合保健福祉センター,北海道白老町東町4-6-7,,,,42.55501607,141.3682473,
4443,E0157800087121,北海道白老町,介護老人福祉施設白老町立特別養護老人ホーム寿幸園,北海道白老町東町4-6-8,,,,42.55431181,141.3679391,
4444,E0157800088111,北海道白老町,白老中学校,北海道白老町東町5-3-1,,,,42.552034177721,141.36621684603,
4445,E0157800089111,北海道白老町,北海道白老東高等学校,北海道白老町日の出町5-17-2,1,,,42.561232897736,141.37640588598,
4446,E0157800092111,北海道白老町,白老町中央公民館,北海道白老町本町1-1-1,1,,,42.55156736893,141.35393543743,
4447,E0157800093111,北海道白老町,白老町総合体育館,北海道白老町本町1-1-2,,,,42.55226186,141.3533629,
4448,E0157800098111,北海道白老町,白老小学校,北海道白老町緑丘3-1-1,1,,,42.56030467,141.3517307,
4449,E0157800101111,北海道白老町,北海道栄高等学校,北海道白老町緑丘4-676,1,,,42.56595583,141.350863,
4450,E0158100004111,北海道厚真町,上厚真小学校,北海道厚真町字厚和59-3,1,,,42.64238788,141.8565041,
4451,E0158100005111,北海道厚真町,桜丘生活会館,北海道厚真町字桜丘406,,,,42.736851,141.893899,
4452,E0158100007111,北海道厚真町,鹿沼マナビィハウス,北海道厚真町字鹿沼217-4,,,,42.622151,141.921221,
4453,E0158100009111,北海道厚真町,厚南会館,北海道厚真町字上厚真219-6,1,,,42.64181867,141.8475398,
4454,E0158100011111,北海道厚真町,厚南中学校,北海道厚真町字富野75-2,,石油コンビナート災害時のみ,,42.648729,141.864974,
4455,E0158100012111,北海道厚真町,厚北地域防災コミュニティセンターならやま,北海道厚真町字富里373-1,1,,,42.75548994146,141.9235351268,
4456,E0158100013111,北海道厚真町,ルーラルマナビィハウス,北海道厚真町字豊沢1209,,,,42.703506,141.886131,
4457,E0158100014111,北海道厚真町,豊沢マナビィハウス,北海道厚真町字豊沢472-1,,,,42.691031,141.887417,
4458,E0158100015111,北海道厚真町,幌内マナビィハウス,北海道厚真町字幌内607-1,1,,,42.75576657,141.9788802,
4459,E0158100016111,北海道厚真町,幌里生活館,北海道厚真町字幌里216-2,,,,42.759171,141.878268,
4460,E0158100017111,北海道厚真町,本郷マナビィハウス,北海道厚真町字本郷229-1,,,,42.73366548782,141.86709188098,
4461,E0158100018111,北海道厚真町,厚真町スポーツセンター,北海道厚真町字本郷234-6,1,,,42.73148819,141.8635452,
4462,E0158100020111,北海道厚真町,厚真中学校,北海道厚真町新町464,1,,,42.7165455,141.8869857,
4463,E0158100021111,北海道厚真町,厚真中央小学校,北海道厚真町新町92-1,1,,,42.72290482,141.8863743,
4464,E0158100021121,北海道厚真町,厚真中央小学校,北海道厚真町新町92-1,1,,災害時要配慮者,42.72290482,141.8863743,
4465,E0158500001111,北海道安平町,安平公民館,北海道安平町安平165,1,,,42.81549117,141.8290429,
4466,E0158500001112,北海道安平町,旧安平小学校,北海道安平町安平165,1,,,42.8154734,141.8300637,
4467,E0158500001121,北海道安平町,安平公民館,北海道安平町安平165,1,,,42.81549117,141.8290429,
4468,E0158500003111,北海道安平町,遠浅公民館,北海道安平町遠浅125-1,1,,,42.72912583,141.7748547,
4469,E0158500003121,北海道安平町,遠浅公民館,北海道安平町遠浅125-1,1,,,42.72912583,141.7748547,
4470,E0158500005111,北海道安平町,東遠浅生活会館,北海道安平町遠浅508,1,,,42.73240081,141.7919815,
4471,E0158500006111,北海道安平町,旧遠浅小学校,北海道安平町遠浅580,1,,,42.72735296,141.7883521,屋内体育館
4472,E0158500007111,北海道安平町,さつき会館,北海道安平町早来栄町109-5,1,,,42.75962562,141.8085282,
4473,E0158500008111,北海道安平町,デイサービスセンター,北海道安平町早来栄町133-42,1,,,42.75918854,141.811734,
4474,E0158500009111,北海道安平町,源武会館,北海道安平町早来源武81,1,,,42.72621428,141.8095,
4475,E0158500010111,北海道安平町,守田会館,北海道安平町早来守田123-2,1,,,42.78497444,141.8533021,
4476,E0158500011111,北海道安平町,新栄第二会館,北海道安平町早来新栄164,1,,,42.74155395,141.7918055,
4477,E0158500012111,北海道安平町,新栄第一会館,北海道安平町早来新栄312,1,,,42.74289216,141.8041339,
4478,E0158500013111,北海道安平町,みずほ館,北海道安平町早来瑞穂1211-1,1,,,42.82418789,141.8626927,
4479,E0158500016111,北海道安平町,しらかば会館,北海道安平町早来大町156-1,1,,,42.76927073,141.8271049,
4480,E0158500053111,北海道安平町,早来学園,北海道安平町早来大町169-1,1,,,42.767864,141.826492,
4481,E0158500019111,北海道安平町,富岡会館,北海道安平町早来富岡245-1,1,,,42.76446817,141.7743702,
4482,E0158500020111,北海道安平町,町民センター,北海道安平町早来北進102-4,1,,,42.76541933,141.8223653,
4483,E0158500020121,北海道安平町,町民センター,北海道安平町早来北進102-4,1,,,42.76541933,141.8223653,
4484,E0158500021111,北海道安平町,北進会館,北海道安平町早来北進85-5,1,,,42.77206084,141.8315943,
4485,E0158500023111,北海道安平町,北町会館,北海道安平町早来北町51-2,1,,,42.76194092,141.8057314,
4486,E0158500024111,北海道安平町,緑丘会館,北海道安平町早来緑丘80-7,1,,,42.80329767,141.8603715,
4487,E0158500026111,北海道安平町,旭陽会館,北海道安平町追分向陽865,1,,,42.90187716,141.8571546,
4488,E0158500027111,北海道安平町,花園若草会館,北海道安平町追分若草1-35,1,,,42.86638144,141.8177923,
4489,E0158500031111,北海道安平町,ぬくもりセンター,北海道安平町追分中央1-40,1,,,42.87498487,141.8106592,
4490,E0158500032111,北海道安平町,多目的スポーツセンター,北海道安平町追分中央1-49,1,,,42.87845209,141.8093442,
4491,E0158500033111,北海道安平町,追分小学校,北海道安平町追分柏が丘22,1,,,42.87473735,141.8162554,
4492,E0158500039111,北海道安平町,青葉会館,北海道安平町追分白樺2-3-1,1,,,42.87658078,141.8051041,
4493,E0158500041111,北海道安平町,農村文化センター,北海道安平町追分美園161,1,,,42.88697952,141.8141603,
4494,E0158500042111,北海道安平町,豊栄会館,北海道安平町追分豊栄563,1,,,42.85020461,141.8177488,
4495,E0158500043111,北海道安平町,憩の家,北海道安平町追分本町3-64,1,,,42.87476112,141.8139238,
4496,E0158500044111,北海道安平町,ふれあいセンターい・ぶ・き,北海道安平町追分本町5-7,1,,,42.87239286,141.8126979,
4497,E0158500045111,北海道安平町,追分中学校,北海道安平町追分本町6-56,1,,,42.87196168,141.8155267,
4498,E0158500046111,北海道安平町,労働会館,北海道安平町追分本町7-3,1,,,42.87229531,141.81612,2階以上
4499,E0158500047111,北海道安平町,追分高等学校,北海道安平町追分本町7-8,1,,,42.87119692,141.8177483,
4500,E0158500048111,北海道安平町,明春辺会館,北海道安平町追分弥生496,1,,,42.84306116,141.8374893,
4501,E0158500049111,北海道安平町,追分公民館,北海道安平町追分緑が丘200-2,1,,,42.8782396,141.81391,
4502,E0158500049121,北海道安平町,追分公民館,北海道安平町追分緑が丘200-2,1,,,42.8782396,141.81391,
4503,E0158500051111,北海道安平町,東早来会館,北海道安平町東早来109-2,1,,,42.78123436,141.8221904,
4504,E0158600001111,北海道むかわ町,旭岡生活館,北海道むかわ町旭岡58-3,,,,42.607057641136,142.07734026038,
4505,E0158600002111,北海道むかわ町,鵡川中央小学校,北海道むかわ町花園1-14,1,,,42.577547098999,141.92917576613,
4506,E0158600003121,北海道むかわ町,鵡川放課後子どもセンター,北海道むかわ町花園1-14-1,,,高齢者、障がい者、妊産婦、乳幼児、病弱者等,42.577522,141.930145,
4507,E0158600043111,北海道むかわ町,川東第１集落センター,北海道むかわ町宮戸715-2,,,,42.574655,141.972879,
4508,E0158600046111,北海道むかわ町,イモッペ生活館,北海道むかわ町宮戸77-1,1,,,42.574598,141.947608,
4509,E0158600045111,北海道むかわ町,春日生活館,北海道むかわ町春日190-2,1,,,42.583204564878,141.99880102925,
4510,E0158600008111,北海道むかわ町,川東第２集落センター,北海道むかわ町生田441-3,,,,42.594660487268,142.0581909181,
4511,E0158600010111,北海道むかわ町,川西第１集落センター,北海道むかわ町田浦199-11,1,,,42.597905565463,141.9093222111,
4512,E0158600047121,北海道むかわ町,高齢者共同生活住宅　こごみ荘,北海道むかわ町田浦249-3,,,高齢者、障がい者、妊産婦、乳幼児、病弱者等,42.598408,141.911896,指定福祉避難所のみとして運用する。
4513,E0158600011111,北海道むかわ町,生涯学習センター,北海道むかわ町二宮315-2,1,,,42.60968312556,141.94199534809,
4514,E0158600013111,北海道むかわ町,四季の館,北海道むかわ町美幸3-3-1,1,,,42.57379578929,141.92512456915,
4515,E0158600014121,北海道むかわ町,むかわ町学習交流センター「まなぶ館」,北海道むかわ町福住2-180,,,高齢者、障がい者、妊産婦、乳幼児、病弱者等,42.579126,141.925759,
4516,E0158600015111,北海道むかわ町,鵡川高等学校,北海道むかわ町福住4-2-1,1,,,42.583637506649,141.91977565139,
4517,E0158600017111,北海道むかわ町,鵡川高等学校生徒寮,北海道むかわ町文京1-18,1,,,42.579145801356,141.91538368626,
4518,E0158600018111,北海道むかわ町,町民体育館,北海道むかわ町文京3-4,1,,,42.57686631632,141.9186310142,
4519,E0158600019111,北海道むかわ町,鵡川中学校,北海道むかわ町文京4-2,1,,,42.577194592391,141.91620190157,
4520,E0158600020111,北海道むかわ町,穂別小学校,北海道むかわ町穂別114-2,1,,,42.769863844822,142.13960535047,
4521,E0158600021111,北海道むかわ町,穂別中学校,北海道むかわ町穂別116,1,,,42.769316467319,142.14230365273,
4522,E0158600022111,北海道むかわ町,穂別高等学校,北海道むかわ町穂別127,1,,,42.770986150475,142.13995403764,
4523,E0158600023111,北海道むかわ町,穂別町民センター,北海道むかわ町穂別2-1,1,,,42.76125099428,142.13380343795,
4524,E0158600024111,北海道むかわ町,穂別スポーツセンター,北海道むかわ町穂別449-4,1,,,42.753052669573,142.1374890041,
4525,E0158600025111,北海道むかわ町,さくら認定こども園,北海道むかわ町穂別80-1,,,,42.766023000734,142.13629220862,
4526,E0158600042121,北海道むかわ町,穂別ふれあい健康センター,北海道むかわ町穂別81,,,高齢者、障がい者、妊産婦、乳幼児、病弱者等,42.766474,142.138731,
4527,E0158600026111,北海道むかわ町,安住生活館,北海道むかわ町穂別安住72-2,,,,42.783851349635,142.23344970902,
4528,E0158600028111,北海道むかわ町,稲里生活館,北海道むかわ町穂別稲里243-2,1,,,42.849093327934,142.17039693478,
4529,E0158600029111,北海道むかわ町,栄生活館,北海道むかわ町穂別栄71-7,,,,42.65965464078,142.06620138796,
4530,E0158600030111,北海道むかわ町,仁和下生活館,北海道むかわ町穂別仁和199-4,,,,42.648129173242,142.07912824828,
4531,E0158600031111,北海道むかわ町,仁和会館,北海道むかわ町穂別仁和339,1,,,42.660707971198,142.08001643468,
4532,E0158600032111,北海道むかわ町,旧仁和小学校,北海道むかわ町穂別仁和344,1,,,42.661201971686,142.07751691565,
4533,E0158600034111,北海道むかわ町,富内銀河会館,北海道むかわ町穂別富内81-15,1,,,42.784121526563,142.22006009834,
4534,E0158600035111,北海道むかわ町,旧富内小学校,北海道むかわ町穂別富内91-3,,,,42.788563000859,142.22257580431,
4535,E0158600036111,北海道むかわ町,豊田生活館,北海道むかわ町穂別豊田294-3,,,,42.713807434797,142.11526283862,
4536,E0158600037111,北海道むかわ町,和泉上生活館,北海道むかわ町穂別和泉226-16,,,,42.727574985278,142.1317626758,
4537,E0158600038111,北海道むかわ町,穂別中央生活館,北海道むかわ町穂別和泉76-1,1,,,42.70652697232,142.12739384598,
4538,E0158600039111,北海道むかわ町,川西第２集落センター,北海道むかわ町豊城311-36,1,,,42.598295637585,141.95131207405,
4539,E0158600041111,北海道むかわ町,有明集会所,北海道むかわ町有明38-1,,,,42.613738383406,142.09103935999,
4540,E0160100001121,北海道日高町,特別養護老人ホーム日高高寿園,北海道日高町栄町東1-303-12,,,,42.8789595568142,142.44019652942,
4541,E0160100002111,北海道日高町,日高こもれびホール,北海道日高町宮下町1-411-1,1,,,42.8803958,142.4373703,
4542,E0160100003111,北海道日高町,厚賀会館,北海道日高町厚賀町196-3,1,,,42.42793375,142.2300147,
4543,E0160100004111,北海道日高町,賀張生活館,北海道日高町字賀張203-4,1,,,42.46605129,142.2171264,
4544,E0160100005111,北海道日高町,幾千世生活館,北海道日高町字幾千世166-2,1,,,42.500126722551,142.11483729439,
4545,E0160100006111,北海道日高町,庫富生活館,北海道日高町字庫富278-2,1,,,42.52678832,142.1522887,
4546,E0160100007111,北海道日高町,庫富コミュニティーセンター,北海道日高町字庫富282,1,,,42.52885301,142.1524969,
4547,E0160100009112,北海道日高町,厚賀中学校,北海道日高町字厚賀町216-1,1,,,42.428041,142.224582,
4548,E0160100011111,北海道日高町,厚賀生活館,北海道日高町字厚賀町56-45,1,,,42.43136626,142.2128233,
4549,E0160100012111,北海道日高町,美鈴生活館,北海道日高町字厚賀町98-2,1,,,42.42704441,142.2228505,
4550,E0160100013111,北海道日高町,広富山村研修センター,北海道日高町字広富96-1,1,,,42.57584832,142.2153174,
4551,E0160100013112,北海道日高町,広富生活館,北海道日高町字広富96-1,1,,,42.57587202,142.215237,
4552,E0160100014111,北海道日高町,三和生活館,北海道日高町字三和82-173,1,,,42.59350146,142.3518277,
4553,E0160100015111,北海道日高町,正和地域交流センター,北海道日高町字正和195-23,1,,,42.55048088,142.3295074,
4554,E0160100069111,北海道日高町,清畠生活館,北海道日高町字清畠１１２先鉄道用地,1,,,42.455246,142.178219,
4555,E0160100068112,北海道日高町,慶能舞生活館,北海道日高町字清畠３６９－１０　外,1,,,42.474696361797,142.19631267071,
4556,E0160100019111,北海道日高町,千栄会館,北海道日高町字千栄107-1,1,,,42.8918846545655,142.531226223543,
4557,E0160100020111,北海道日高町,千栄コミュニティーセンター,北海道日高町字千栄108-2,1,,,42.89160829,142.5322899,
4558,E0160100021111,北海道日高町,北海道アウトドアアドベンチャーズ,北海道日高町字千栄132,,,,42.8900175653301,142.535058269183,
4559,E0160100023111,北海道日高町,国立日高青少年自然の家,北海道日高町字富岡,1,,,42.8740810729463,142.451408218914,
4560,E0160100025121,北海道日高町,養護老人ホーム門別長生園,北海道日高町字富浜223-143,,,,42.49622869696,142.05032511485,
4561,E0160100025122,北海道日高町,特別養護老人ホーム門別得陽園,北海道日高町字富浜223-143,,,,42.496268249972,142.0502768351,
4562,E0160100026111,北海道日高町,富浜生活館,北海道日高町字富浜42-2,1,,,42.49492014,142.02024287402,
4563,E0160100027111,北海道日高町,平賀生活館,北海道日高町字平賀312-1,1,,,42.53038533,142.0460415,
4564,E0160100028111,北海道日高町,豊郷生活館,北海道日高町字豊郷447-5,1,,,42.50740758,142.1790868,
4565,E0160100029111,北海道日高町,豊美生活館,北海道日高町字豊田30-3,1,,,42.43542938,142.2559376,
4566,E0160100030111,北海道日高町,緑ケ丘生活館,北海道日高町字緑町167-2,1,,,42.51074569,142.0873599,
4567,E0160100032111,北海道日高町,若草生活館,北海道日高町字緑町41-1,1,,,42.487338405489,142.06610693028,
4568,E0160100033111,北海道日高町,日高町民センター,北海道日高町松風町1-116-2,1,,,42.87804516,142.4481926,
4569,E0160100033112,北海道日高町,総合体育館・武道館,北海道日高町松風町1-116-2,1,,,42.87867321,142.4484546,
4570,E0160100034111,北海道日高町,日高高等学校（体育館）,北海道日高町松風町1-124-1,1,,,42.87941512,142.4492547,
4571,E0160100037111,北海道日高町,富川生活館,北海道日高町富川西1-1-1,1,,,42.521498351071,142.02382993866,
4572,E0160100038121,北海道日高町,社会福祉法人愛光会門別愛光園,北海道日高町富川西12-67-4,,,,42.5123040031823,141.997238193459,
4573,E0160100039111,北海道日高町,北海道富川高等学校,北海道日高町富川西12-69-109,1,,,42.51123319,142.011672,
4574,E0160100042111,北海道日高町,富川小学校,北海道日高町富川東1-1-1,1,,,42.51392162,142.0344065,
4575,E0160100044111,北海道日高町,富川防災ステーション,北海道日高町富川東2-950-2,1,,,42.50500871,142.0425948,
4576,E0160100046111,北海道日高町,佐留太生活館,北海道日高町富川東4-4-24,1,,,42.50838113,142.0353565,
4577,E0160100048111,北海道日高町,門別総合町民センター,北海道日高町富川東6-3-1,1,,,42.49766532,142.0512911,
4578,E0160100053111,北海道日高町,旭町生活館,北海道日高町富川南6-12-4,1,,,42.51245634,142.0144173,
4579,E0160100054111,北海道日高町,新光町生活館,北海道日高町富川北2-10-2,1,,,42.52228958,142.0327472,
4580,E0160100070111,北海道日高町,富川複合施設,北海道日高町富川北3-3-16,1,,,42.520927,142.028702,
4581,E0160100059111,北海道日高町,富川中学校,北海道日高町富川北7-3-6,1,,,42.52558787,142.0374106,
4582,E0160100063111,北海道日高町,門別ふれあいセンター,北海道日高町門別本町12-27,1,,,42.4806064,142.0676256,
4583,E0160100064111,北海道日高町,門別公民館,北海道日高町門別本町210-1,1,,,42.480320831497,142.07342386969,
4584,E0160100065111,北海道日高町,門別中学校,北海道日高町門別本町239-1,1,,,42.47400621,142.0825248,
4585,E0160200001111,北海道平取町,紫雲古津生活館,北海道平取町紫雲古津34-1,,,,42.550875698573,142.07099702231,
4586,E0160200002111,北海道平取町,旭生活館,北海道平取町字旭67-3,1,,,42.645161384437,142.37308030153,
4587,E0160200003111,北海道平取町,荷菜多目的研修センター,北海道平取町字荷菜73-9,,,,42.574805,142.112238,
4588,E0160200004111,北海道平取町,ペナコリ生活館,北海道平取町字荷負33-1,1,,,42.664749020432,142.18396688972,
4589,E0160200005111,北海道平取町,荷負生活館,北海道平取町字荷負54-2,,,,42.679480275106,142.19731800447,
4590,E0160200007111,北海道平取町,芽生生活改善センター,北海道平取町字芽生39-1,1,,,42.67228834489,142.35600859096,
4591,E0160200008111,北海道平取町,貫気別町民センター,北海道平取町字貫気別129,,,,42.670817611821,142.26112112775,
4592,E0160200010111,北海道平取町,貫気別福祉センター,北海道平取町字貫気別135-9,,,,42.673691693024,142.26429971656,
4593,E0160200011111,北海道平取町,本村生活館,北海道平取町字貫気別20-2,1,,,42.66522728371,142.23622829174,
4594,E0160200013111,北海道平取町,貫気別小学校,北海道平取町字貫気別91-6,,,,42.675989447711,142.26463703202,
4595,E0160200014111,北海道平取町,岩知志ふれあい館,北海道平取町字岩知志55-9,1,,,42.733794960115,142.34784765517,
4596,E0160200015111,北海道平取町,去場生活館,北海道平取町字去場66-4,,,,42.5601,142.09532,
4597,E0160200017111,北海道平取町,小平生活館,北海道平取町字小平3-6,1,,,42.598280430777,142.14890001587,
4598,E0160200019111,北海道平取町,長知内ふれあいセンター,北海道平取町字長知内38-5,1,,,42.7031278761578,142.229529372342,
4599,E0160200021111,北海道平取町,二風谷小学校,北海道平取町字二風谷28-1,,,,42.631748511137,142.15389029801,
4600,E0160200023111,北海道平取町,豊糠体験宿泊施設「とよぬか山荘」,北海道平取町字豊糠24-3,1,,,42.705859834376,142.40533026168,
4601,E0160200024111,北海道平取町,幌毛志生活改善センター,北海道平取町字幌毛志49-1,1,,,42.7179714950827,142.262370534717,
4602,E0160200037111,北海道平取町,振内中学校,北海道平取町振内町101-1,,,,42.722469268121,142.30080677834,
4603,E0160200025111,北海道平取町,振内青少年会館,北海道平取町振内町28-11,1,,,42.725719698875,142.30214952575,
4604,E0160200025112,北海道平取町,振内町民センター,北海道平取町振内町28-11,1,,,42.726044810365,142.30203955518,
4605,E0160200026111,北海道平取町,振内小学校,北海道平取町振内町30-2,,,,42.725179626265,142.30364058967,
4606,E0160200027111,北海道平取町,振内１４町内集会所,北海道平取町振内町49-10,,,,42.73260106306,142.29687326448,
4607,E0160200028111,北海道平取町,池売生活センター,北海道平取町振内町90-8,1,,,42.723128367925,142.29707813706,
4608,E0160200029111,北海道平取町,川向生活館,北海道平取町川向61-3,,,,42.541983382945,142.10914509688,
4609,E0160200031111,北海道平取町,みどりが丘住民センター,北海道平取町本町114-5,,,,42.587032669914,142.1303394652,
4610,E0160200032111,北海道平取町,平取中学校,北海道平取町本町116-3,,,,42.589292648291,142.12132715489,
4611,E0160200033111,北海道平取町,平取生活館,北海道平取町本町19,,,,42.5843957726104,142.126813963195,
4612,E0160200034121,北海道平取町,ふれあいセンターびらとり,北海道平取町本町35-1,1,,高齢者、障がい者、妊産婦、乳幼児、病弱者等,42.58560602555,142.13443478496,
4613,E0160200034111,北海道平取町,ふれあいセンターびらとり,北海道平取町本町35-1,1,,,42.58560602555,142.13443478496,
4614,E0160200035111,北海道平取町,本町生活館,北海道平取町本町44-4,,,,42.5867221567888,142.137092495367,
4615,E0160200036111,北海道平取町,中央公民館,北海道平取町本町88-1,,,,42.58908936277,142.1370495804,
4616,E0160400046121,北海道新冠町,社会福祉法人　ふくろう会　おうるの郷,北海道新冠町字共栄318-1,,,要配慮者,42.453129,142.296795,
4617,E0160400039111,北海道新冠町,共栄生活館,北海道新冠町字共栄319-4,,,,42.453058,142.295648,
4618,E0160400029111,北海道新冠町,古岸生活館,北海道新冠町字古岸105-3,,,,42.418419,142.398458,
4619,E0160400023111,北海道新冠町,高江農村環境改善センター,北海道新冠町字高江295-4,,,,42.378115,142.318676,
4620,E0160400024111,北海道新冠町,ポロシㇼ生活館,北海道新冠町字高江489-4,,,,42.367664,142.302616,
4621,E0160400035111,北海道新冠町,若園生活館,北海道新冠町字若園62-3,,,,42.483765,142.426926,
4622,E0160400032111,北海道新冠町,新栄生活センター,北海道新冠町字新栄162-1,,,,42.479005,142.427322,
4623,E0160400031111,北海道新冠町,新栄開拓婦人ホーム,北海道新冠町字新栄97-1,,,,42.466692,142.432148,
4624,E0160400043111,北海道新冠町,新和生活館,北海道新冠町字新和143-3,,,,42.542702,142.334501,
4625,E0160400021111,北海道新冠町,泊津生活館,北海道新冠町字西泊津16-2,,,,42.368184,142.336764,
4626,E0160400022111,北海道新冠町,新冠温泉「レ・コードの湯」,北海道新冠町字西泊津16-3,,,,42.354828,142.328871,
4627,E0160400003111,北海道新冠町,ホロシリ乗馬クラブ,北海道新冠町字西泊津26,,,,42.355571,142.334683,
4628,E0160400036111,北海道新冠町,節婦生活館,北海道新冠町字節婦町221-12,,,,42.380627,142.276755,
4629,E0160400037111,北海道新冠町,新冠町民節婦体育館,北海道新冠町字節婦町24-2,,,,42.385703,142.279255,
4630,E0160400007111,北海道新冠町,日高軽種馬共同育成公社,北海道新冠町字節婦町71-4,,,,42.378999,142.294985,
4631,E0160400034111,北海道新冠町,泉地区避難所（大森地先）,北海道新冠町字泉247-5,,,,42.501782,142.463088,
4632,E0160400033111,北海道新冠町,泉生活館,北海道新冠町字泉34-1,,,,42.487519,142.436899,
4633,E0160400044111,北海道新冠町,太陽開拓婦人ホーム,北海道新冠町字太陽204-16,,,,42.526329,142.412961,
4634,E0160400038111,北海道新冠町,大狩部生活館,北海道新冠町字大狩部36-2,,,,42.397407,142.260759,
4635,E0160400009111,北海道新冠町,大狩部生活センター,北海道新冠町字大狩部75-8,,,,42.400136,142.256616,
4636,E0160400027111,北海道新冠町,万世生活センター,北海道新冠町字大富161-1,,,,42.400746,142.399573,
4637,E0160400026111,北海道新冠町,大富生活館,北海道新冠町字大富75-2,,,,42.389146,142.375257,
4638,E0160400010112,北海道新冠町,新冠小学校体育館,北海道新冠町字中央町20-1,,,,42.364276,142.311916,
4639,E0160400010111,北海道新冠町,新冠小学校,北海道新冠町字中央町20-1,,,,42.364276,142.312418,
4640,E0160400025111,北海道新冠町,朝日農村環境改善センター,北海道新冠町字朝日166,,,,42.390006,142.349558,
4641,E0160400011111,北海道新冠町,朝日の森（旧朝日小学校）,北海道新冠町字朝日295-4,,,,42.39961376,142.375303,
4642,E0160400040111,北海道新冠町,東川生活センター,北海道新冠町字東川77-2,,,,42.46497,142.305497,
4643,E0160400020111,北海道新冠町,東町生活館,北海道新冠町字東町13-9,,,,42.358829,142.319462,
4644,E0160400042111,北海道新冠町,芽呂生活改善センター,北海道新冠町字美宇179-9,,,,42.502877,142.385141,
4645,E0160400041111,北海道新冠町,美宇生活センター,北海道新冠町字美宇299-2,,,,42.501371,142.350551,
4646,E0160400019111,北海道新冠町,北星生活館,北海道新冠町字北星町16-6,,,,42.364827,142.314595,
4647,E0160400018111,北海道新冠町,新冠中学校,北海道新冠町字北星町21-2,,,,42.367716,142.311898,
4648,E0160400014111,北海道新冠町,新冠町役場,北海道新冠町字北星町3-2,,,,42.362345,142.318461,
4649,E0160400017111,北海道新冠町,新冠町社会福祉協議会,北海道新冠町字本町42-4,,,,42.359923,142.310407,
4650,E0160400015111,北海道新冠町,本町多目的交流センター,北海道新冠町字本町44,,,,42.360114,142.311146,
4651,E0160400030111,北海道新冠町,明和生活センター,北海道新冠町字明和154-12,,,,42.430497,142.414678,
4652,E0160400045111,北海道新冠町,里平生活センター,北海道新冠町字里平20-3,,,,42.554436,142.398381,
4653,E0160400028111,北海道新冠町,緑丘生活センター,北海道新冠町字緑丘12-10,,,,42.407643,142.390789,
4654,E0160700001111,北海道浦河町,乗誓寺,北海道浦河町旭町12,1,,,42.16224587,142.7811384,
4655,E0160700002111,北海道浦河町,定往寺,北海道浦河町旭町27,1,,,42.163184,142.7817412,
4656,E0160700004111,北海道浦河町,荻伏支所,北海道浦河町荻伏町15,1,,,42.19706735,142.6799412,
4657,E0160700005111,北海道浦河町,浜荻伏生活館,北海道浦河町荻伏町163,1,,,42.19763661,142.6643023,
4658,E0160700006111,北海道浦河町,荻伏生活改善センター,北海道浦河町荻伏町20,1,,,42.19786003,142.6788029,
4659,E0160700007111,北海道浦河町,荻伏小学校,北海道浦河町荻伏町356,1,,,42.20005506,142.6842171,
4660,E0160700008111,北海道浦河町,基幹集落センター荻伏会館,北海道浦河町荻伏町486-127,1,,,42.20659795,142.6869183,
4661,E0160700009111,北海道浦河町,荻伏中学校,北海道浦河町荻伏町527,1,,,42.21042811,142.6913816,
4662,E0160700010111,北海道浦河町,荻伏保育所,北海道浦河町荻伏町555,1,,,42.21267676,142.6916004,
4663,E0160700011111,北海道浦河町,向別会館,北海道浦河町向が丘西6-582-3,1,,,42.1957522,142.7772217,
4664,E0160700014111,北海道浦河町,堺町体育館,北海道浦河町堺町西2-7-1,1,,,42.17775738,142.7567772,
4665,E0160700015111,北海道浦河町,子育て支援交流施設,北海道浦河町堺町西2-8-1,1,,,42.17888157,142.758259,
4666,E0160700016111,北海道浦河町,堺町小学校,北海道浦河町堺町西3-4-1,1,,,42.18024926,142.7598674,
4667,E0160700019111,北海道浦河町,基幹集落センター堺町会館,北海道浦河町堺町東1-19-2,1,,,42.1780181,142.7616017,
