NO,共通ID,都道府県名及び市町村名,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
49969,E2621300063111,京都府南丹市,大野地域総合サービスセンター,京都府南丹市美山町大野広畑1-2,,,,35.278035437352,135.51234868107,
49970,E2621300064111,京都府南丹市,美山町自然文化村,京都府南丹市美山町中下向56,,,,35.30982539,135.6378842,
49971,E2621300065111,京都府南丹市,旧南丹市立知井小学校,京都府南丹市美山町中勘定10,,,,35.3132267,135.6445622,
49972,E2621300066111,京都府南丹市,みやまこども園知井分園,京都府南丹市美山町中勘定7,,,,35.313568,135.643093,
49973,E2621300067111,京都府南丹市,南丹市美山知井会館,京都府南丹市美山町中上前82-1,,,,35.31160653907,135.63914308058,
49974,E2621300068111,京都府南丹市,旧南丹市立鶴ヶ岡小学校,京都府南丹市美山町鶴ケ岡宮ノ前23-2,,,,35.3205611,135.5587538,
49975,E2621300069111,京都府南丹市,南丹市美山林業者等健康管理センター,京都府南丹市美山町鶴ケ岡釈迦堂前14-1,,,,35.321576762231,135.55748062563,
49976,E2621300103121,京都府南丹市,南丹市美山林業者等健康管理センター,京都府南丹市美山町鶴ヶ岡釈迦堂前14-1,,,,35.32158221,135.5574905,
49977,E2621300071111,京都府南丹市,宮島振興会事務所,京都府南丹市美山町島往古瀬29,,,,35.273564699436,135.55086153725,
49978,E2621300073111,京都府南丹市,南丹市美山文化ホール,京都府南丹市美山町島島台51,,,,35.27151363,135.5495777,
49979,E2621300074111,京都府南丹市,みやこども園,京都府南丹市美山町島島台53,,,,35.273162330664,135.54934262378,
49980,E2621400001121,京都府木津川市,社会福祉法人　京都悠仁福祉会　特別養護老人ホーム　加茂の里,京都府木津川市加茂町駅東4-1-3,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.754373148248,135.871761470183,
49981,E2621400002111,京都府木津川市,喜多重機興業,京都府木津川市加茂町岡崎下平岡,1,,,34.76649,135.87029,
49982,E2621400003111,京都府木津川市,木津川市文化財整理保管センター分室,京都府木津川市加茂町岡崎考28,,,,34.765686978962,135.86426320404,
49983,E2621400004111,京都府木津川市,加茂青少年山の家,京都府木津川市加茂町尻枝七辻15-1,,,,34.723791312634,135.86944312005,
49984,E2621400005111,京都府木津川市,木津川市立泉川中学校,京都府木津川市加茂町大野烏田75,1,,,34.746138942091,135.86264973814,
49985,E2621400007111,京都府木津川市,当尾の郷会館,京都府木津川市加茂町辻下垣外16,1,,,34.732555757415,135.88244409717,
49986,E2621400008111,京都府木津川市,加茂人権センター・小谷児童館,京都府木津川市加茂町北小谷55-2,,,,34.761558290964,135.88323128464,
49987,E2621400009121,京都府木津川市,社会福祉法人楽慈会　加茂ぬくもりの里,京都府木津川市加茂町里宇留志40,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7561619307743,135.866508723267,
49988,E2621400010111,京都府木津川市,木津川市立加茂小学校,京都府木津川市加茂町里西上田11-1,1,,,34.748458416203,135.86769960169,
49989,E2621400011111,京都府木津川市,木津川市立いづみこども園,京都府木津川市加茂町里西鳥口95,,,,34.753699321551,135.8671182759,
49990,E2621400013111,京都府木津川市,加茂青少年センター,京都府木津川市加茂町里中森101,,,,34.75632004,135.87094323378,
49991,E2621400014121,京都府木津川市,社会福祉法人いづみ福祉会　グループホームサポートセンター　第一いづみ荘,京都府木津川市加茂町里東大間田20,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.745311,135.865326,
49992,E2621400015121,京都府木津川市,社会福祉法人いづみ福祉会　グループホームサポートセンター　第二いづみ荘,京都府木津川市加茂町里東里42,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7497252641864,135.868432253275,
49993,E2621400016111,京都府木津川市,加茂文化センター,京都府木津川市加茂町里南古田156,,,,34.751517721109,135.86594449684,
49994,E2621400017111,京都府木津川市,加茂保健センター,京都府木津川市加茂町里南古田24,,,,34.751816821729,135.86650675579,
49995,E2621400018111,京都府木津川市,木津川市立恭仁小学校,京都府木津川市加茂町例幣中切31,1,,,34.765408580627,135.86210054584,
49996,E2621400019111,京都府木津川市,木津川市立高の原小学校,京都府木津川市兜台4-4-1,1,,,34.727597525849,135.78245719345,
49997,E2621400021111,京都府木津川市,木津川市立木津第二中学校,京都府木津川市兜台6-1,1,,,34.729242431237,135.78545877307,
49998,E2621400022111,京都府木津川市,京都府立南陽高等学校,京都府木津川市兜台6-2,1,,,34.730118278542,135.78491610089,
49999,E2621400024111,京都府木津川市,木津川市立上狛小学校,京都府木津川市山城町上狛学校1,1,,,34.753640252496,135.81919113049,
50000,E2621400025121,京都府木津川市,社会福祉法人　楽慈会　特別養護老人ホーム　山城ぬくもりの里,京都府木津川市山城町上狛天竺堂1-1,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.754443418407,135.824469039527,
50001,E2621400026111,京都府木津川市,山城支所別館,京都府木津川市山城町上狛北的場3-1,,,,34.749815965802,135.8176703928,
50002,E2621400027111,京都府木津川市,山城老人福祉センター（やすらぎ苑）,京都府木津川市山城町椿井北代100,,,,34.7646438,135.8144783,
50003,E2621400028111,京都府木津川市,山城保健センター,京都府木津川市山城町椿井北代102,,,,34.7646740324785,135.813999120759,
50004,E2621400029111,京都府木津川市,木津川市立山城中学校,京都府木津川市山城町椿井柳田33,1,,,34.756839146045,135.81569564978,
50005,E2621400030121,京都府木津川市,障害者支援施設（京都ライフサポート協会）　横手通り４３番地「庵」,京都府木津川市山城町平尾横手43-1,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7753239579269,135.823154089594,
50006,E2621400031111,京都府木津川市,山城総合文化センター（アスピアやましろ）,京都府木津川市山城町平尾前田24,1,,,34.77601984,135.8121404,
50007,E2621400033121,京都府木津川市,社会福祉法人　楽慈会　涌出ぬくもりの里,京都府木津川市山城町平尾里屋敷69-4,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7747241295413,135.817595306145,
50008,E2621400034111,京都府木津川市,木津川市立やましろこども園,京都府木津川市山城町北河原古屋敷41-1,,,,34.76518636,135.8142592,
50009,E2621400035111,京都府木津川市,木津川市立棚倉小学校,京都府木津川市山城町綺田局塚14,1,,,34.782062813811,135.81148075895,
50010,E2621400036121,京都府木津川市,株式会社ハーフ・センチュリー・モア　サンシティ木津,京都府木津川市市坂六本木76,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7182786881746,135.807239823284,
50011,E2621400037121,京都府木津川市,社会福祉法人芳梅会　特別養護老人ホーム木津芳梅園,京都府木津川市鹿背山東大池4-1,,,①高齢者、障害者、妊産婦、乳幼児、病弱者、傷病者等避難生活において特別な配慮を要すると市が判断した者 ②その他、市が福祉避難所の利用が必要と判断した者,34.7289361019037,135.841983238462,
50012,E2621400038111,京都府木津川市,木津川市立州見台小学校,京都府木津川市州見台1-32,1,,,34.717579973649,135.82374648585,
